observer initials,study_id,observation_id,first_author,doi,title,year,journal,exp_year,country,exp_lat,exp_long,site,basin,collection_lat,collection_long,collection_mon,collection_year,organism,no_spp,life_stage,source,species_name,exp_iv,trt_no,trt_name,row_no_per_study,other_variables_measured,list_all_variables_measured,flow_rate,multiple_stressor,multiple_stressor_combo,trt_replicate,org_no,host_genotyped,no_genotypes,col_rep,time_zero,feeding,heal_time,acclimation,acclimation_time,stressor_duration,stressor_duration_days,observation_delay,heat-control,temp_exposure,temp_variability,temp_data_availability,temp_filename,collection_temp,control_temp,observation_heating_type,observation_temp,thermal_history,lab_stress,dhd_report,heating_rate_record,heating_duration_record,max_heating_duration_record,heating_exposure_type,light_type,tank,light_intensity,par,max_light_intensity,light_cycle,response_variable,sym,sym_method,hemo,sym_method_citation,totalchl,chla,chlc,chl_method,chl_method_citation,totalchlpcell,chlapcell,chlpcell_method_report,sa_method,sa_citation,fvfm,fvfm_name,dark_adapt,fvfm_time,dark_adapt_time,ros,ros_type,ros_method,ros_citation,raw_data,email,note
AU,S0018,OBO_3600,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay4,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,528,CONTROL,VARIABLE,NO,YES,S0018_OBO3600_temp.csv,NR,29.81,AFTER,30.32,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.65,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3601,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay5,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,552,CONTROL,VARIABLE,NO,YES,S0018_OBO3601_temp.csv,NR,29.81,AFTER,30.29,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.65,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3602,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay6,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,576,CONTROL,VARIABLE,NO,YES,S0018_OBO3602_temp.csv,NR,29.81,AFTER,30.24,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.65,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3603,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay7,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,600,CONTROL,VARIABLE,NO,YES,S0018_OBO3603_temp.csv,NR,29.81,AFTER,29.27,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.65,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3604,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay8,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,624,CONTROL,VARIABLE,NO,YES,S0018_OBO3604_temp.csv,NR,29.81,AFTER,29.97,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.64,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3605,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay9,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,648,CONTROL,VARIABLE,NO,YES,S0018_OBO3605_temp.csv,NR,29.81,AFTER,29.27,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.65,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3606,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay10,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,672,CONTROL,VARIABLE,NO,YES,S0018_OBO3606_temp.csv,NR,29.81,AFTER,30.32,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.65,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3607,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay11,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,696,CONTROL,VARIABLE,NO,YES,S0018_OBO3607_temp.csv,NR,29.81,AFTER,30.32,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.65,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3608,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay12,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,720,CONTROL,VARIABLE,NO,YES,S0018_OBO3608_temp.csv,NR,29.81,AFTER,29.49,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.64,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3609,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Amb_TestDay13,312,NO,T,~0.5,NO,NA,1,3,YES,11,NO,YES,YES,14,YES,90,6408,267,744,CONTROL,VARIABLE,NO,YES,S0018_OBO3609_temp.csv,NR,29.81,AFTER,29.67,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.64,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"6 corals died on March 24 2017; 11 -6 = 5; Heater malfunction in March of the HC treatment. Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment.  Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3610,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Heat_Time0,312,NO,T,~0.5,NO,NA,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,HEAT,INCREASED VARIABLE,NO,YES,S0018_OBO3610_temp.csv,NR,25.55,BEFORE,26.6465,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.64,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment. Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3611,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Heat_Month1,312,NO,T,~0.5,NO,NA,2,11,YES,11,YES,YES,YES,14,YES,90,720,30,0,HEAT,INCREASED VARIABLE,NO,YES,S0018_OBO3611_temp.csv,NR,25.55,DURING,27.702,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.62,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment. Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3612,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Heat_Month2,312,NO,T,~0.5,NO,NA,2,11,YES,11,YES,YES,YES,14,YES,90,1440,60,0,HEAT,INCREASED VARIABLE,NO,YES,S0018_OBO3612_temp.csv,NR,27.14,DURING,29.091,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.64,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment. Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3613,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Heat_Month3,312,NO,T,~0.5,NO,NA,2,11,YES,11,YES,YES,YES,14,YES,90,2160,90,0,HEAT,INCREASED VARIABLE,NO,YES,S0018_OBO3613_temp.csv,NR,28.62,DURING,30.1925,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.66,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment. Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3614,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Heat_Month4,312,NO,T,~0.5,NO,NA,2,11,YES,11,YES,YES,YES,14,YES,90,2880,120,0,HEAT,INCREASED VARIABLE,NO,YES,S0018_OBO3614_temp.csv,NR,29.18,DURING,30.419,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.67,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment. Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
AU,S0018,OBO_3615,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,HC_Heat_Month5,312,NO,T,~0.5,NO,NA,2,11,YES,11,YES,YES,YES,14,YES,90,3600,150,0,HEAT,INCREASED VARIABLE,NO,YES,S0018_OBO3615_temp.csv,NR,29.86,DURING,31.243,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,NA,NA,NA,,,,NA,NA,,,NA,NA,NA,0.67,Maximum quantum yield of photosystem II,YES,Nighttime,60,,NA,NA,NA,YES,verena.schoepf@uwa.edu.au ,"Temperatures in the HC and HV treatments were lowered by 2 degree Celsius on Feb 3 2017 (after Month 6) to facilitate recovery and maintained at native - 1 degree Celcius until start of heat stress test.; March 21-23 only has tmeperature from one replicate tank of HC treatment. Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2"
