observer.initials,study_id,observation_id,first_author,doi,title,year,journal,exp_year,country,exp_lat,exp_long,site,basin,collection_lat,collection_long,collection_mon,collection_year,organism,no_spp,life_stage,source,species_name,exp_iv,trt_no,trt_name,row_no_per_study,other_variables_measured,list_all_variables_measured,flow_rate,multiple_stressor,multiple_stressor_combo,trt_replicate,org_no,host_genotyped,no_genotypes,col_rep,time_zero,feeding,heal_time,acclimation,acclimation_time,stressor_duration,stressor_duration_days,observation_delay,heat.control,temp_exposure,temp_variability,temp_data_availability,temp_filename,collection_temp,control_temp,observation_heating_type,observation_temp,thermal_history,lab_stress,dhd_report,heating_rate_record,heating_duration_record,max_heating_duration_record,heating_exposure_type,light_type,tank,light_intensity,par,max_light_intensity,light_cycle,response_variable,sym,sym_method,hemo,sym_method_citation,totalchl,chla,chlc,chl_method,chl_method_citation,totalchlpcell,chlapcell,chlpcell_method_report,sa_method,sa_citation,fvfm,fvfm_name,dark_adapt,fvfm_time,dark_adapt_time,ros,ros_type,ros_method,ros_citation,raw_data,email,note,genus
AU,S0032,OBO4992,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day37,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO4992_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,SCF,1.158222,Neubauer Hemocytometry,6,NR,1.44,,,Spectrophotometric equations,"Jeffrey and Humphrey, 1975",1.3,,C,Wax method,"Marsh, 1970",0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO4993,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day38,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO4993_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO4994,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day44,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO4994_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO4995,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day47,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO4995_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.71,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO4996,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day50,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO4996_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.7,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO4997,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day54,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO4997_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.7,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO4998,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day58,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO4998_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.73,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO4999,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day62,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO4999_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.73,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5000,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day64,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5000_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.72,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5001,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_Fish_Day66,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5001_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,SC,2.327778,Neubauer Hemocytometry,6,NR,3.87,,,Spectrophotometric equations,"Jeffrey and Humphrey, 1975",1.73,,C,Wax method,"Marsh, 1970","",,,,"","",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5002,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day1,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5002_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.7,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5003,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day3,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5003_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5004,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day5,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5004_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5005,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day7,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5005_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,SC,0.978333,Neubauer Hemocytometry,6,NR,1.42,,,Spectrophotometric equations,"Jeffrey and Humphrey, 1975",1.71,,C,Wax method,"Marsh, 1970","",,,,"","",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5006,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day9,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5006_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.67,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5007,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day11,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5007_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5008,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day14,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5008_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.67,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5009,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day16,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5009_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.67,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5010,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day19,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5010_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5011,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day22,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5011_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5012,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day25,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5012_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.67,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5013,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day29,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5013_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.67,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5014,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day30,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5014_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5015,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day31,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5015_temp.csv,NR,24.25,BEFORE,25,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.68,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
AU,S0032,OBO5016,Chase,doi.org/10.1371/journal.pone.0208545,Coral-dwelling fish moderate bleaching susceptibility of coral hosts,2018,Plos One,2015,Australia,-14.41,145.27,Lizard Island lagoon,Pacific,-14.405307,145.263782,May,2015,coral,2,adult,L,Pocillopora damicornis,"T, Fish, M, Bleaching Conditions, Site",Lab: 2 temp x 2 fish x 28 timepoints = 112. Field: Non-Bleaching: Fish and No fish = 2 Bleaching: 4 sites x 2 fish = 8 -> 112+2+8 = 122,Lab_Amb_NoFish_Day32,122,YES,L,0.0167,NO,,2,NR,NO,NR,NR,NO,YES,0,YES,14,,,0,CONTROL,CONSTANT,NO,NO,S0032_OBO5016_temp.csv,NR,24.25,BEFORE,24,COMMON,NO,C,C,C,C,,NATURAL,OUTDOOR,NR,NR,350,NR,F,,,,,,,,,,"",,,,,0.69,Maximum photochemical efficiency,YES,Nighttime,150,"",,,,YES,Tory.chase@my.jcu.edu.au,Depth 0-4m. Ambient temp was 23.5-25 depending on time of day. So I use the average 24.25 as the control temp.,Pocil
